caseId,startDate,endDate,activity
AW-2022-11-05,2022-11-05 01:05:36,2022-11-05 01:14:36,Core 1
AW-2022-11-05,2022-11-05 01:14:36,2022-11-05 01:17:36,Awake 1
AW-2022-11-05,2022-11-05 01:17:36,2022-11-05 01:45:06,Core 2
AW-2022-11-05,2022-11-05 01:45:06,2022-11-05 01:54:06,Deep 1
AW-2022-11-05,2022-11-05 01:54:06,2022-11-05 02:01:06,Core 3
AW-2022-11-05,2022-11-05 02:01:06,2022-11-05 02:13:06,REM 1
AW-2022-11-05,2022-11-05 02:13:06,2022-11-05 02:32:06,Core 4
AW-2022-11-05,2022-11-05 02:32:06,2022-11-05 02:42:06,Deep 2
AW-2022-11-05,2022-11-05 02:42:06,2022-11-05 02:49:06,Core 5
AW-2022-11-05,2022-11-05 02:49:06,2022-11-05 03:24:06,Deep 3
AW-2022-11-05,2022-11-05 03:24:06,2022-11-05 03:28:36,Core 6
AW-2022-11-05,2022-11-05 03:28:36,2022-11-05 04:15:06,REM 2
AW-2022-11-05,2022-11-05 04:15:06,2022-11-05 05:01:06,Core 7
AW-2022-11-05,2022-11-05 05:01:06,2022-11-05 05:04:06,Deep 4
AW-2022-11-05,2022-11-05 05:04:06,2022-11-05 05:10:36,Core 8
AW-2022-11-05,2022-11-05 05:10:36,2022-11-05 05:44:06,REM 3
AW-2022-11-05,2022-11-05 05:44:06,2022-11-05 06:44:36,Core 9
AW-2022-11-05,2022-11-05 06:44:36,2022-11-05 07:06:06,REM 4
AW-2022-11-05,2022-11-05 07:06:06,2022-11-05 07:49:36,Core 10
AW-2022-11-05,2022-11-05 07:49:36,2022-11-05 07:51:36,Awake 2
AW-2022-11-05,2022-11-05 07:51:36,2022-11-05 08:03:36,Core 11
AW-2022-11-05,2022-11-05 08:03:36,2022-11-05 08:09:06,REM 5
AW-2022-11-05,2022-11-05 08:09:06,2022-11-05 08:10:06,Awake 3
AW-2022-11-05,2022-11-05 08:10:06,2022-11-05 08:26:36,Core 12
AW-2022-11-05,2022-11-05 08:26:36,2022-11-05 08:27:06,Awake 4
AW-2022-11-05,2022-11-05 08:27:06,2022-11-05 08:28:06,Core 13
